chinese_,chinese
冒险失败,冒險失敗
等级{0},等級{0}
花费解锁,花費解鎖
{0}达到{1}级可解锁,{0}達到{1}級可解鎖
{0}已移除,{0}已移除
请先选择英雄参战,請先選擇英雄參戰
战力不足不能出战,戰力不足不能出戰
没有穿戴装备不可出战,沒有穿戴裝備不可出戰
{0}级解锁,{0}級解鎖
{0}添加为强化品,{0}添加為強化品
解锁{0}冒险吗？,解鎖{0}冒險嗎？
我的技能听你差遣。,我的技能聽你差遣。
纸,紙
等待制作完成,等待製作完成
恭喜!{0}已到达等级{1}!,恭喜!{0}已到達等級{1}!
进阶成功!,進階成功!
恭喜!{0}转职成为{1}!,恭喜!{0}轉職成為{1}!
恭喜!{0}进阶成为{1}!,恭喜!{0}進階成為{1}!
{0}到达等级{1},{0}到達等級{1}
{0}阶,{0}階
招募{0},招募{0}
使用黄金恢复,使用黃金恢復
道具数量不足,道具數量不足
黄金数量不足,黃金數量不足
恢复{0},恢復{0}
{0}将准备好再次去冒险。,{0}將準備好再次去冒險。
先选择一个道具,先選擇一個道具
探险期间不可使用道具,探險期間不可使用道具
等级已满不能使用道具,等級已滿不能使用道具
数量不足,數量不足
恭喜，员工已经达到等级{0}！,恭喜，員工已經達到等級{0}！
恭喜，您已经达到等级{0}!,恭喜，您已經達到等級{0}!
购买,購買
多付,多付
少付,少付
{0}级{1}想要,{0}級{1}想要
{0}级{1}想卖,{0}級{1}想賣
级,級
已满级,已滿級
等级上限,等級上限
市场阶级,市場階級
新英雄栏位,新英雄欄位
新贸易栏位,新貿易欄位
新制作栏位,新製作欄位
商铺扩建,商鋪擴建
新冒险栏位,新冒險欄位
新勇士,新勇士
新工匠,新工匠
新英雄职业,新英雄職業
新家具,新家具
新装饰,新裝飾
新市场层级已解锁,新市場層級已解鎖
新英雄栏位已解锁,新英雄欄位已解鎖
新贸易栏位已解锁,新貿易欄位已解鎖
新制作栏位已解锁,新製作欄位已解鎖
新的空间已解锁,新的空間已解鎖
新冒险栏位已解锁,新冒險欄位已解鎖
新勇士可用,新勇士可用
新工匠可用,新工匠可用
新英雄职业解锁,新英雄職業解鎖
新家具可用,新家具可用
新装饰可用,新裝飾可用
新品阶物品现已登录市场!,新品階物品現已登錄市場!
一个新的英雄栏位现在可使用,一個新的英雄欄位現在可使用
一个新的贸易栏位现在可使用,一個新的貿易欄位現在可使用
一个新的制作栏位现在可使用,一個新的製作欄位現在可使用
一个新的空间现在可使用,一個新的空間現在可使用
一个新的冒险栏位现在可使用,一個新的冒險欄位現在可使用
新装饰现已开放购买!,新裝飾現已開放購買!
需{0}等级达到{1},需{0}等級達到{1}
需店主等级达到{0},需店主等級達到{0}
需解锁工匠{0},需解鎖工匠{0}
休息时间减少,休息時間減少
升级后,升級後
研究,研究
研究所需次数,研究所需次數
关闭,關閉
（您的新币：{0}）,（您的新幣：{0}）
建筑物 {0} 尚未解锁,建築物 {0} 尚未解鎖
排序方式：,排序方式：
容量：,容量：
堆叠上限：,堆疊上限：
补充,補充
请先摆放对应的资源篮,請先擺放對應的資源籃
请先加入一个联盟,請先加入一個聯盟
联盟名称长度需要处于3与14字符之间,聯盟名稱長度需要處於2與14字符之間
名称中包含敏感内容,名稱中包含敏感內容
私人,私人
最低等级 {0},最低等級 {0}
成员数,成員數
已退出联盟,已退出聯盟
已加入联盟 {0},已加入聯盟 {0}
成员：,成員：
暂未统计,暫未統計
物品阶数-,物品階數-
物品阶数+,物品階數+
物品价值-,物品價值-
物品价值+,物品價值+
类型,類型
数量,數量
通过市场购买,通過市場購買
正在获取......,正在獲取......
新币收入,新幣收入
黄金价格,黃金價格
黄金收入,黃金收入
请求,請求
小时,小時
您支付（每个）,您支付（每個）
不适用,不適用
8月11日新增的翻译》↓,8月11日新增的翻譯》↓
有奖反馈,有獎反饋
邮件,郵件
问题反馈,問題反饋
一键领取,一鍵領取
删除,刪除
系统邮件,系統郵件
附件：,附件：
反馈问题,反饋問題
5-200字,5-200字
发送,發送
点击输入内容,點擊輸入內容
反馈问题要在5-200字之间,反饋問題要在5-200字之間
距下次反馈问题还需{0}秒,距下次反饋問題還需{0}秒
反馈成功,反饋成功
可领取,可領取
肤色,膚色
发型,發型
发色,發色
五官,五官
五官颜色,五官顏色
眼睛颜色,眼睛顏色
裤子,褲子
手持,手持
经验,經驗
挑战中,挑戰中
\n,\n
{0},{0}
秒前,秒前
分前,分前
时前,時前
天前,天前
{0}到达{1}级可解锁,{0}到達{1}級可解鎖
FF2828,FF2828
金条不足,金條不足
金条数量不够,金條數量不夠
金条不足！,金條不足！
金条不够,金條不夠
能量不足,能量不足
等级不足,等級不足
等级不够,等級不夠
物品栏已满,物品欄已滿
没有空的槽,沒有空的槽
槽位已满,槽位已滿
柜台不可被回收,櫃臺不可被回收
未解锁该装备槽,未解鎖該裝備槽
新币不够,新幣不夠
新币不足！,新幣不足！
探索中不可切换装备,探索中不可切換裝備
您的图纸碎片不足,您的圖紙碎片不足
您没有适合此宝箱的钥匙,您沒有適合此寶箱的鑰匙
您没有满足要求的物品，,您沒有滿足要求的物品，
或是它在您的物品栏中已被标记为锁定。,或是它在您的物品欄中已被標記為鎖定。
开始制作,開始製作
建筑物已达到最高级,建築物已達到最高級
店主等级不足,店主等級不足
已达到最大面积不可扩建,已達到最大面積不可擴建
和当前姓名一致,和當前姓名一致
不能和当前姓名一致,不能和當前姓名一致
获取玩家数据失败,獲取玩家數據失敗
后过期,後過期
工匠要给你,工匠要給你
 阶, 階
免费剩余,免費剩余
排序方式：{0},排序方式：{0}
转职成功!,轉職成功!
X,X
N0,N0
所需次数,所需次數
后,後
%,%
堆叠上限,堆疊上限
售卖获得的能量,售賣獲得的能量
您的新币：{0},您的新幣：{0}
正在制作中...,正在製作中...
制作完成,製作完成
金条价格,金條價格
金条收入,金條收入
花费金条创建,花費金條創建
少付,少付
成功,成功
适得其反,適得其反
改变,改變
登录,登錄
密码,密碼
输入用户名,輸入用戶名
...,...
获取任务信息失败！,獲取任務信息失敗！
解锁图纸需要碎片不足,解鎖圖紙需要碎片不足
刷新任务失败！,刷新任務失敗！
家具升级失败！,家具升級失敗！
改名失败!,改名失敗!
没有足够的空间,沒有足夠的空間
获取装备列表失败!,獲取裝備列表失敗!
获取购买时装列表失败!,獲取購買時裝列表失敗!
获取自定义回调失败!,獲取自定義回調失敗!
请求扩建失败！,請求擴建失敗！
登录失败!,登錄失敗!
更新装备数据失败!,更新裝備數據失敗!
背包数据获取失败!,背包數據獲取失敗!
获取资源获取失败!,獲取資源獲取失敗!
刷新单个资源失败获取失败!,刷新單個資源失敗獲取失敗!
新元不足！,新元不足！
花费金条创建,花費金條創建
用户名不能为空！,用戶名不能為空！
价格已发生变动，请重试,價格已發生變動，請重試
无法找到这笔交易的列表。请刷新后重试,無法找到這筆交易的列表。請刷新後重試
您无法购买自己的报价！,您無法購買自己的報價！
您无法满足自己的请求！,您無法滿足自己的請求！
交易失败 请重试,交易失敗 請重試
选择形象,選擇形象
店长的柜台,店長的櫃臺
用来收钱的好东西,用來收錢的好東西
冷兵器架,冷兵器架
用来放置各种冷兵器的家具,用來放置各種冷兵器的家具
铁矿箱,鐵礦箱
放置铁资源的货箱,放置鐵資源的貨箱
会长,會長
新的一天开始了！,新的一天開始了！
壁垒变得越来越好了！,壁壘變得越來越好了！
给你们看看我的新宝贝！,給你們看看我的新寶貝！
这个值得收藏。,這個值得收藏。
我自己改的枪！,我自己改的槍！
这是我的铠甲。,這是我的鎧甲。
大家要多加小心，掠夺者在附近出没,大家要多加小心，掠奪者在附近出沒
外面的异兽越发强大。,外面的異獸越發強大。
没有什么是不可以战胜的。,沒有什麽是不可以戰勝的。
给人希望就足够了。,給人希望就足夠了。
好久不见！,好久不見！
你好...,你好...
又见到你真开心！,又見到你真開心！
击个掌，伙计。,擊個掌，夥計。
欢迎光临,歡迎光臨
8月12日新增的翻译》↓,8月12日新增的翻譯》↓
简陋的收银台，是一个商店的核心。,簡陋的收銀臺，是一個商店的核心。
基础的收银台，是一个商店的核心。,基礎的收銀臺，是一個商店的核心。
全能的收银台，是一个商店的核心。,全能的收銀臺，是一個商店的核心。
在末日里为数不多的一丝奢华与舒适。,在末日裏為數不多的一絲奢華與舒適。
在末日里不多的一份奢华与舒适。,在末日裏不多的一份奢華與舒適。
悬挂着各式各样的武器，让大家看看你的招牌武器！,懸掛著各式各樣的武器，讓大家看看你的招牌武器！
这里贴着02避难所各处的最新消息！,這裏貼著02避難所各處的最新消息！
末日的冬天不太好过，壁炉可以让室内温暖如春。,末日的冬天不太好過，壁爐可以讓室內溫暖如春。
据说是救赎日导致灭绝的生物头骨，非常稀有。,據說是救贖日導致滅絕的生物頭骨，非常稀有。
古文明的挂毯，上面有神奇的花纹。,古文明的掛毯，上面有神奇的花紋。
装满了原油，有这样的后备燃料总是令人安心。,裝滿了原油，有這樣的後備燃料總是令人安心。
装满了子弹，有这样的后备弹药总是令人安心。,裝滿了子彈，有這樣的後備彈藥總是令人安心。
通往地牢的入口，从来没人下去过。,通往地牢的入口，從來沒人下去過。
一个能够存放少量铁矿的箱子。,一個能夠存放少量鐵礦的箱子。
一个能够存放一些铁矿的箱子。,一個能夠存放一些鐵礦的箱子。
一个能够存放大量铁矿的箱子。,一個能夠存放大量鐵礦的箱子。
一个能够存放少量木材的架子。,一個能夠存放少量木材的架子。
一个能够存放一些木材的架子。,一個能夠存放一些木材的架子。
一个能够存放大量木材的架子。,一個能夠存放大量木材的架子。
一个能够存放少量皮革的架子。,一個能夠存放少量皮革的架子。
一个能够存放一些皮革的架子。,一個能夠存放一些皮革的架子。
一个能够存放大量皮革的架子。,一個能夠存放大量皮革的架子。
一个能够存放少量化学药剂的柜子。,一個能夠存放少量化學藥劑的櫃子。
一个能够存放一些化学药剂的柜子。,一個能夠存放一些化學藥劑的櫃子。
一个能够存放大量化学药剂的柜子。,一個能夠存放大量化學藥劑的櫃子。
一个能够存放少量钢材的架子。,一個能夠存放少量鋼材的架子。
